"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax","day5_ek","day5_rETRmax","supersat_p1","supersat_p2","supersat_p3","supersat_total","carbon1","carbon5","carbon9","day_length_avg","supersat_rel","carbon_total"
"922","hm2-2","4","diamond","2",20,"2","44","hm",64.78,104.4,2021-11-04,"8:52:19","9:15:42",65.9,68.88,83.9,48.26,287.666666666667,404,332.5,333.444444444444,18635.0466666667,19497.04,22902.6,612.222222222222,0.54464609800363,61034.6866666667
"923","hm2-3","4","diamond","3",20,"2","44","hm",61.5,87.4,2021-11-04,"8:56:59","9:20:14",158.6,57.4,71.1,44.28,349.666666666667,472.5,43.75,241,21504.5,20922.3,2511.25,612.222222222222,0.393647912885662,44938.05
"924","hm2-4","4","diamond","4",20,"2","44","hm",99.22,141.1,2021-11-04,"9:01:23","9:24:35",89.7,50.84,60.8,32.85,169.333333333333,506.5,255.25,282.444444444444,16801.2533333333,16638.525,12976.91,612.111111111111,0.461426756217099,46416.6883333333
"925","ul2-1","4","diamond","1",20,"2","44","ul",84.42,108.6,2021-11-04,"9:05:52","9:29:00",53,41.23,73.9,58.71,267,457.5,363.5,352.222222222222,22540.14,26859.825,14987.105,612.222222222222,0.575317604355717,64387.07
"926","ul2-2","4","diamond","2",20,"2","44","ul",84,102,2021-11-04,"9:10:28","9:33:16",73.3,57.57,80.4,64.98,289,420.5,312.75,328.777777777778,24276,27324.09,18005.0175,612.111111111111,0.537121074605192,69605.1075
"927","ul2-3","4","diamond","3",20,"2","44","ul",74.76,88.5,2021-11-04,"9:14:58","9:37:47",105.2,83.58,71.5,57.29,340.333333333333,471,190.75,302.888888888889,25443.32,26983.59,15942.885,612.222222222222,0.494736842105263,68369.795
"928","ul2-4","4","diamond","4",20,"2","44","ul",81.9,95.8,2021-11-04,"9:19:19","9:42:15",73.2,53.58,78.5,59.85,305.333333333333,432.5,315.5,338.111111111111,25006.8,25885.125,16904.49,612.111111111111,0.552368850971138,67796.415
"929","hm3-1","4","diamond","1",27,"3","45","hm",57.12,93.5,2021-11-04,"9:23:44","9:46:36",74.5,57.4,59.7,45.92,316,510,312.25,357.444444444444,18049.92,23419.2,17923.15,612.111111111111,0.583953530586313,59392.27
"930","hm3-2","4","diamond","2",27,"3","45","hm",81.18,119.6,2021-11-04,"9:29:01","9:51:03",65.6,36.9,69,49.2,230,481,342.25,335.666666666667,18671.4,23665.2,12629.025,612.111111111111,0.548375385732438,54965.625
"931","hm3-3","4","diamond","3",27,"3","45","hm",58.22,81.1,2021-11-04,"9:34:55","9:55:37",106.2,64.78,69.4,38.54,364,479,188.75,311.666666666667,21192.08,18460.66,12227.225,611.888888888889,0.509351734156528,51879.965
"932","hm3-4","4","diamond","4",27,"3","45","hm",86.1,124.2,2021-11-04,"9:39:13","9:59:36",65.5,34.92,74.2,39.38,215,455.5,344.25,325.888888888889,18511.5,17937.59,12021.21,611.777777777778,0.532691609153651,48470.3
"933","ul3-1","4","diamond","1",27,"3","45","ul",66.36,101.1,2021-11-04,"9:43:44","10:04:46",69.5,55.01,77.5,66.41,279,438,333.5,338.555555555556,18514.44,29087.58,18345.835,612,0.55319535221496,65947.855
"934","ul3-2","4","diamond","2",27,"3","45","ul",67.24,101,2021-11-04,"9:48:15","10:09:09",63.3,62.16,76.5,61.56,278,443,351.25,347.222222222222,18692.72,27271.08,21833.7,611.888888888889,0.567459596876702,67797.5
"935","ul3-3","4","diamond","3",27,"3","45","ul",64.41,78.3,2021-11-04,"9:52:49","10:13:32",75,58.8,78.7,66.36,370.333333333333,432.5,317.75,360.777777777778,23853.17,28700.7,18683.7,611.888888888889,0.589613219538769,71237.57
"936","ul3-4","4","diamond","4",27,"3","45","ul",80.22,115.4,2021-11-04,"9:57:12","10:18:14",96,72.24,104.7,84.42,231.666666666667,320.5,234,252.444444444444,18584.3,27056.61,16904.16,611.888888888889,0.412565825313238,62545.07
"937","hm4-1","4","diamond","1",27,"4","46","hm",68.88,104.7,2021-11-04,"9:59:33","10:22:41",67.4,43.03,61.6,42.84,264,505,344.5,353.333333333333,18184.32,21634.2,14823.835,612.222222222222,0.577132486388385,54642.355
"938","hm4-2","4","diamond","2",27,"4","46","hm",75.44,100.3,2021-11-04,"10:05:55","10:27:12",80.8,52.48,56.8,39.36,274.666666666667,519,298.75,339.666666666667,20720.8533333333,20427.84,15678.4,612,0.555010893246187,56827.0933333333
"939","hm4-3","4","diamond","3",27,"4","46","hm",62.32,101.5,2021-11-04,"10:10:57","10:31:59",77.3,45.1,70.9,44.1,269.333333333333,473.5,312.25,333.777777777778,16784.8533333333,20881.35,14082.475,612,0.545388525780683,51748.6783333333
"940","hm4-4","4","diamond","4",27,"4","46","hm",54.12,92.6,2021-11-04,"10:15:24","10:36:38",77.7,41.82,86.3,46.74,303.333333333333,389.5,310,325.444444444444,16416.4,18205.23,12964.2,611.888888888889,0.531868530960596,47585.83
"941","ul4-1","4","diamond","1",27,"4","46","ul",49.14,67.7,2021-11-04,"10:20:16","10:41:02",52.8,38.76,76,58.71,399.333333333333,447.5,382.25,402.444444444444,19623.24,26272.725,14816.01,611.888888888889,0.657708371163973,60711.975
"942","ul4-2","4","diamond","2",27,"4","46","ul",60.13,82.1,2021-11-04,"10:24:46","10:45:25",65.9,54.15,64.1,48.64,343.666666666667,498.5,354,382.666666666667,20664.6766666667,24247.04,19169.1,611.888888888889,0.625385872525876,64080.8166666667
"943","ul4-3","4","diamond","3",27,"4","46","ul",43.89,62.2,2021-11-04,"10:29:20","10:49:50",86.5,68.46,82.7,66.41,418.333333333333,412,276.5,353.888888888889,18360.65,27360.92,18929.19,611.888888888889,0.578354821136735,64650.76
"944","ul4-4","4","diamond","4",27,"4","46","ul",65.84,87.2,2021-11-04,"10:34:16","10:54:22",97,78.54,86.1,70.11,318.666666666667,390,232,296,20981.0133333333,27342.9,18221.28,611.777777777778,0.483835815474028,66545.1933333333
"945","hm5-1","4","diamond","1",30,"5","47","hm",80.64,134.2,2021-11-04,"10:38:56","10:59:24",43.2,31.92,50.8,50.84,177,538,417.5,364.111111111111,14273.28,27351.92,13326.6,611.888888888889,0.595060831668785,54951.8
"946","hm5-2","4","diamond","2",30,"5","47","hm",78.72,123.3,2021-11-04,"10:43:18","11:03:46",57.5,48.38,51.3,40.18,200.666666666667,538,378.5,354.666666666667,15796.48,21616.84,18311.83,611.888888888889,0.579625930633739,55725.15
"947","hm5-3","4","diamond","3",30,"5","47","hm",83.64,103.2,2021-11-04,"10:48:28","11:08:11",66.9,45.92,61.6,53.3,252,505,350.25,351.888888888889,21077.28,26916.5,16083.48,611.777777777778,0.575190701053396,64077.26
"948","hm5-4","4","diamond","4",30,"5","47","hm",68.4,117.3,2021-11-04,"10:53:00","11:13:10",89,49.2,75.5,59.04,211.333333333333,448.5,267,288.777777777778,14455.2,26479.44,13136.4,611.888888888889,0.471944797530416,54071.04
"949","ul5-1","4","diamond","1",30,"5","47","ul",81.48,99.5,2021-11-04,"10:57:37","11:18:00",78.6,60.13,61.3,48.74,259.666666666667,505,307,335.222222222222,21157.64,24613.7,18459.91,611.888888888889,0.547848193208644,64231.25
"950","ul5-2","4","diamond","2",30,"5","47","ul",78.54,98.9,2021-11-04,"11:02:08","11:22:41",97.2,80.22,107.9,86.94,261.333333333333,311.5,231.75,259.333333333333,20525.12,27081.81,18590.985,612,0.423747276688453,66197.915
"951","ul5-3","4","diamond","3",30,"5","47","ul",78.96,93,2021-11-04,"11:06:50","11:27:32",112.8,89.46,95.2,80.22,284.333333333333,358.5,171.25,250.555555555556,22450.96,28758.87,15320.025,611.888888888889,0.409478845106228,66529.855
"952","ul5-4","4","diamond","4",30,"5","47","ul",78.12,102.5,2021-11-04,"11:11:29","11:32:15",80.8,61.84,90,70.14,246.333333333333,374.5,298.75,298.111111111111,19243.56,26267.43,18474.7,611.888888888889,0.487198111494462,63985.69
"953","hm6-1","4","diamond","1",30,"6","48","hm",72.39,122.2,2021-11-04,"11:16:31","11:37:29",49.5,32.8,69.9,44.28,192.666666666667,477,405.5,350.444444444444,13947.14,21121.56,13300.4,611.888888888889,0.572725621935718,48369.1
"954","hm6-2","4","diamond","2",30,"6","48","hm",72.98,106.5,2021-11-04,"11:21:12","11:42:14",58.8,36.08,64.2,48.38,230.666666666667,497.5,385,358.555555555556,16834.0533333333,24069.05,13890.8,612,0.585875090777052,54793.9033333333
"955","hm6-3","4","diamond","3",30,"6","48","hm",80.36,107.8,2021-11-04,"11:25:31","11:46:49",86.8,60.9,77.1,65.6,224,441,275.25,295,18000.64,28929.6,16762.725,612,0.48202614379085,63692.965
"956","ul6-1","4","diamond","1",30,"6","48","ul",59.22,84.8,2021-11-04,"11:35:09","11:51:40",64.1,49.21,69.8,54.44,308,477.5,371.5,373.888888888889,18239.76,25995.1,18281.515,611.444444444444,0.611484644739233,62516.375
"957","ul6-2","4","diamond","2",30,"6","48","ul",54.44,79.2,2021-11-04,"11:39:51","11:56:58",62.3,53.87,88.3,68.11,332.333333333333,380.5,380.75,364.555555555556,18092.2266666667,25915.855,20511.0025,611.555555555556,0.596111918604651,64519.0841666667
"958","ul6-3","4","diamond","3",30,"6","48","ul",49.4,70.6,2021-11-04,"11:44:55","12:01:21",69.5,55.01,70.9,55.58,360.333333333333,473.5,348.75,380.333333333333,17800.4666666667,26317.13,19184.7375,611.444444444444,0.622024350354352,63302.3341666667
"959","ul6-4","4","diamond","4",30,"6","48","ul",59.28,92.9,2021-11-04,"11:49:35","12:06:46",102.8,78.54,95.7,77.7,270,357,206.5,261.111111111111,16005.6,27738.9,16218.51,611.555555555556,0.426962209302326,59963.01
"1150","ul1-1","6","ewa","0",20,"1","49","ul",44.27,61.7,2022-02-11,"8:17:02","9:18:55",42,31.86,42.7,34.74,438.666666666667,580,455.25,477.444444444444,19419.7733333333,20149.2,14504.265,632.666666666667,0.75465402177731,54073.2383333333
"1151","ul1-2","6","ewa","0",20,"1","50","ul",41.42,54.1,2022-02-11,"8:21:56","9:23:41",50.7,32.87,57.5,42.37,490.333333333333,526.5,429.25,471.222222222222,20309.6066666667,22307.805,14109.4475,632.666666666667,0.744819107832806,56726.8591666667
"1152","ul1-3","6","ewa","0",20,"1","51","ul",49.02,65,2022-02-11,"8:26:51","9:28:09",52.6,36.1,63.6,46.93,419,505,423,439.888888888889,20539.38,23699.65,15270.3,632.666666666667,0.695293291183702,59509.33
"1153","ul1-4","6","ewa","0",20,"1","52","ul",34.58,48.2,2022-02-11,"8:31:36","9:32:45",36.6,24.75,40.4,33.57,520.666666666667,583.5,475.25,514.444444444444,18004.6533333333,19588.095,11762.4375,632.666666666667,0.813136635054443,49355.1858333333
"1154","ul2-1","6","ewa","0",20,"2","53","ul",113.98,134.3,2022-02-11,"8:36:38","9:37:24",82.8,66.97,103.7,79.8,72.6666666666667,344,319,242.444444444444,8282.54666666667,27451.2,21363.43,632.666666666667,0.383210396909027,57097.1766666667
"1155","ul2-2","6","ewa","0",20,"2","54","ul",52.5,77.2,2022-02-11,"8:42:07","9:42:02",45.5,28.5,60.7,42.18,357,518.5,451.5,434.888888888889,18742.5,21870.33,12867.75,632.444444444444,0.687631763879129,53480.58
"1156","ul2-3","6","ewa","0",20,"2","55","ul",50.35,66.4,2022-02-11,"8:46:45","9:46:37",63.2,45.98,57.6,41.99,411,526.5,396,430,20693.85,22107.735,18208.08,632.444444444444,0.679901616303584,61009.665
"1157","ul2-4","6","ewa","0",20,"2","56","ul",45.41,63,2022-02-11,"8:51:35","9:51:12",45.4,30.4,55,36,431,535,454.25,464.444444444444,19571.71,19260,13809.2,632.555555555556,0.734235025469875,52640.91
"1158","ul3-1","6","ewa","0",27,"3","57","ul",47.6,64,2022-02-11,"8:59:33","9:55:47",38.8,28.26,39.7,29.38,426,584.5,474.75,482.888888888889,20277.6,17172.61,13416.435,632.111111111111,0.763930391984532,50866.645
"1159","ul3-2","6","ewa","0",27,"3","58","ul",47.5,63.3,2022-02-11,"9:05:20","9:59:31",57.5,43.32,48.1,35.34,430.666666666667,567,418.5,455.555555555556,20456.6666666667,20037.78,18129.42,631.888888888889,0.720942500439599,58623.8666666667
"1160","ul3-3","6","ewa","0",27,"3","59","ul",51.68,71,2022-02-11,"9:10:14","10:04:52",36.8,28.17,49.9,37.62,389,562,483,469.222222222222,20103.52,21142.44,13606.11,631.888888888889,0.742570775452787,54852.07
"1161","ul3-4","6","ewa","0",27,"3","60","ul",48.64,63.6,2022-02-11,"9:14:58","10:09:19",50.5,36.67,61.5,48.07,428.666666666667,516,442,454,20850.3466666667,24804.12,16208.14,631.888888888889,0.718480745560049,61862.6066666667
"1162","ul4-1","6","ewa","0",27,"4","61","ul",44.46,59.8,2022-02-11,"9:19:43","8:21:56",64.4,49.59,56.9,43.89,450.666666666667,529.5,382.75,438,20036.64,23239.755,18980.5725,619.333333333333,0.707212055974166,62256.9675
"1163","ul4-2","6","ewa","0",27,"4","62","ul",39.71,52.3,2022-02-11,"9:24:26","8:27:28",47.8,35.15,38.6,30,496.666666666667,587,426,485.333333333333,19722.6333333333,17610,14973.9,619.555555555556,0.783357245337159,52306.5333333333
"1164","ul4-3","6","ewa","0",27,"4","63","ul",45.98,62.4,2022-02-11,"9:29:08","8:31:56",48.2,34.96,55.1,43.7,434.666666666667,535,425.25,452.777777777778,19985.9733333333,23379.5,14866.74,619.444444444444,0.730941704035874,58232.2133333333
"1165","ul4-4","6","ewa","0",27,"4","64","ul",41.61,58,2022-02-11,"9:34:04","8:36:30",45.9,33.25,45.9,33.06,462.333333333333,571.5,434.75,474.333333333333,19237.69,18893.79,14455.4375,619.444444444444,0.765739910313901,52586.9175
"1166","ul5-1","6","ewa","0",30,"5","65","ul",62.13,80.4,2022-02-11,"9:39:54","8:41:17",52.1,38,51.7,38.76,335.666666666667,554,413.25,418.666666666667,20854.97,21473.04,15703.5,619.333333333333,0.675995694294941,58031.51
"1167","ul5-2","6","ewa","0",30,"5","66","ul",46.74,60,2022-02-11,"9:46:23","8:46:21",30,23.04,41.1,31.25,450.333333333333,582,478.5,492.111111111111,21048.58,18187.5,11024.64,619.222222222222,0.79472456486632,50260.72
"1168","ul5-3","6","ewa","0",30,"5","67","ul",43.32,56.6,2022-02-11,"9:51:55","8:50:44",49.4,36.48,49.1,35.53,472,565,425.5,472,20447.04,20074.45,15522.24,619,0.762520193861066,56043.73
"1169","ul5-4","6","ewa","0",30,"5","68","ul",59.28,72.7,2022-02-11,"9:56:44","8:55:32",42.5,32.49,60.7,46.17,381.666666666667,518.5,449,442,22625.2,23939.145,14588.01,619,0.7140549273021,61152.355
"1170","ul6-1","6","ewa","0",30,"6","69","ul",46.93,63.2,2022-02-11,"9:59:56","9:00:19",60.2,45.79,58.1,43.51,430.333333333333,526,395.5,436.111111111111,20195.5433333333,22886.26,18109.945,619.222222222222,0.70428853400323,61191.7483333333
"1171","ul6-2","6","ewa","0",30,"6","70","ul",29.35,50.5,2022-02-11,"10:06:59","9:04:46",44.3,32.49,56.3,43.13,495,532,446.75,481.777777777778,14528.25,22945.16,14514.9075,618.888888888889,0.778456014362657,51988.3175
"1172","ul6-3","6","ewa","0",30,"6","71","ul",49.78,71.6,2022-02-11,"10:11:49","9:09:20",33.7,25.29,42.8,33.12,386,580,476.5,469.333333333333,19215.08,19209.6,12050.685,618.888888888889,0.75834829443447,50475.365
"1173","ul6-4","6","ewa","0",30,"6","72","ul",37.25,50.3,2022-02-11,"10:16:19","9:14:03",49.4,38.79,72.8,58.99,493.333333333333,465,431.25,459.444444444444,18376.6666666667,27430.35,16728.1875,618.888888888889,0.742369838420108,62535.2041666667
"1222","ul1-1","6.5","ewa","0",20,"1","73","ul",36.29,57.8,2022-02-21,"8:30:27","9:05:38",54.6,34.77,48.8,34.2,553,585,426.5,503.888888888889,20068.37,20007,14829.405,638.666666666667,0.788970076548365,54904.775
"1223","ul1-2","6.5","ewa","0",20,"1","74","ul",33.63,48.5,2022-02-21,"8:35:04","9:10:18",37.4,26.91,45.1,32,572.666666666667,591,468.75,530.555555555556,19258.78,18912,12614.0625,638.777777777778,0.830579231170638,50784.8425
"1224","ul1-3","6.5","ewa","0",20,"1","75","ul",73.92,88.9,2022-02-21,"8:39:53","9:15:04",30.8,21.24,47.5,32.22,431.333333333333,587,482.75,488.777777777778,31884.16,18913.14,10253.61,638.777777777778,0.765176552443903,61050.91
"1225","ul1-4","6.5","ewa","0",20,"1","76","ul",51.87,64.9,2022-02-21,"8:44:37","9:19:50",39.3,27,44.1,27.74,531,594,467.25,516.666666666667,27542.97,16477.56,12615.75,638.777777777778,0.808836319359889,56636.28
"1226","ul2-1","6.5","ewa","0",20,"2","77","ul",36.77,53.7,2022-02-21,"8:49:27","9:24:22",37.9,26,46.4,32.49,556.666666666667,590.5,472,526.555555555556,20468.6333333333,19185.345,12272,638.666666666667,0.82446068197634,51925.9783333333
"1227","ul2-2","6.5","ewa","0",20,"2","78","ul",38.57,55.7,2022-02-21,"8:54:03","9:29:04",50.8,34.2,47.9,31.5,550.666666666667,586,445.25,511.666666666667,21239.2133333333,18459,15227.55,638.777777777778,0.801008871108019,54925.7633333333
"1228","ul2-3","6.5","ewa","0",20,"2","79","ul",33.82,51.6,2022-02-21,"8:58:37","9:34:32",36.4,25.92,40.7,28.88,557.666666666667,609.5,477.5,533.555555555556,18860.2866666667,17602.36,12376.8,638.777777777778,0.83527570012176,48839.4466666667
"1229","ul2-4","6.5","ewa","0",20,"2","80","ul",35.72,57.7,2022-02-21,"9:03:16","9:39:04",36.5,22.99,42.8,30.21,543.666666666667,598,478.25,526.666666666667,19419.7733333333,18065.58,10994.9675,638.777777777778,0.824491215863628,48480.3208333333
"1230","ul3-1","6.5","ewa","0",27,"3","81","ul",64.41,82.8,2022-02-21,"9:07:55","9:43:33",50.6,35.15,56.2,42.18,467,565.5,449.5,481.111111111111,30079.47,23852.79,15799.925,638.777777777778,0.753174465124369,69732.185
"1231","ul3-2","6.5","ewa","0",27,"3","82","ul",68.4,85.2,2022-02-21,"9:12:26","9:48:21",55.2,38.95,74.3,42.75,453.333333333333,509,436,458,31008,21759.75,16982.2,638.777777777778,0.716994259871282,69749.95
"1232","ul3-3","6.5","ewa","0",27,"3","83","ul",68.88,83.2,2022-02-21,"9:16:47","9:52:56",37,24.5,51,36.2,465,579.5,480,497.111111111111,32029.2,20977.9,11760,638.888888888889,0.778086956521739,64767.1
"1233","ul3-4","6.5","ewa","0",27,"3","84","ul",72.66,96.5,2022-02-21,"9:21:38","9:57:36",54.8,37,48.1,34.29,396.666666666667,585.5,439,457.444444444444,28821.8,20076.795,16243,638.777777777778,0.716124543398852,65141.595
"1234","ul4-1","6.5","ewa","0",27,"4","85","ul",56.72,74.6,2022-02-21,"9:26:27","8:09:20",55.4,35.34,50.6,36.1,496.333333333333,581,413,478.111111111111,28152.0266666667,20974.1,14595.42,626.222222222222,0.763484740951029,63721.5466666667
"1235","ul4-2","6.5","ewa","0",27,"4","86","ul",42.75,64,2022-02-21,"9:31:15","8:13:46",41,24.25,36.6,24.62,522,615,446.75,509.222222222222,22315.5,15141.3,10833.6875,626.222222222222,0.813165365507452,48290.4875
"1236","ul4-3","6.5","ewa","0",27,"4","87","ul",53.01,69.1,2022-02-21,"9:35:44","8:18:40",46.8,31.75,50.7,37.05,505,581,439,492.555555555556,26770.05,21526.05,13938.25,626.222222222222,0.786550745209368,62234.35
"1237","ul4-4","6.5","ewa","0",27,"4","88","ul",48.17,63.9,2022-02-21,"9:40:27","8:23:20",59.2,38.95,49,33.25,519.333333333333,585,404.5,482.888888888889,25016.2866666667,19451.25,15755.275,626.222222222222,0.77111426543648,60222.8116666667
"1238","ul5-1","6.5","ewa","0",30,"5","89","ul",52.06,71.1,2022-02-21,"9:44:57","8:28:04",37.5,26.37,41.1,31.41,497.666666666667,608.5,458.25,504.777777777778,25908.5266666667,19112.985,12084.0525,626.333333333333,0.805925137484477,57105.5641666667
"1239","ul5-2","6.5","ewa","0",30,"5","90","ul",40.12,53.6,2022-02-21,"9:50:03","8:33:29",44.2,31.41,49.3,35.55,536.666666666667,584,447.75,507.666666666667,21531.0666666667,20761.2,14063.8275,626.333333333333,0.810537519957424,56356.0941666667
"1240","ul5-3","6.5","ewa","0",30,"5","91","ul",60.13,78.7,2022-02-21,"9:55:19","8:38:23",47.4,32.49,67.2,49.97,474.333333333333,531,443,473,28521.6633333333,26534.07,14393.07,626.222222222222,0.755322924059617,69448.8033333333
"1241","ul5-4","6.5","ewa","0",30,"5","92","ul",31.16,54.2,2022-02-21,"9:59:57","8:43:11",32.5,20.79,37.1,20.79,531.666666666667,614.5,470.75,523,16566.7333333333,12775.455,9786.8925,626.333333333333,0.835018626929218,39129.0808333333
"1242","ul6-1","6.5","ewa","0",30,"6","93","ul",42.37,58,2022-02-21,"10:04:35","8:47:52",31.5,23.85,48.3,35.12,522.666666666667,585,474,514.888888888889,22145.3866666667,20545.2,11304.9,626.333333333333,0.822068476139791,53995.4866666667
"1243","ul6-2","6.5","ewa","0",30,"6","94","ul",33.06,56.6,2022-02-21,"10:09:00","8:52:09",37,26.82,43,30.78,523.666666666667,598,464.75,514,17312.42,18406.44,12464.595,626.333333333333,0.82064928153273,48183.455
"1244","ul6-3","6.5","ewa","0",30,"6","95","ul",35.15,50.6,2022-02-21,"10:13:26","8:56:39",47.1,32,48.7,34,534,585,448.25,507.222222222222,18770.1,19890,14344,626.222222222222,0.809971611071682,53004.1
"1245","ul6-4","6.5","ewa","0",30,"6","96","ul",38.95,52.9,2022-02-21,"10:18:06","9:01:04",40.1,28.08,76.7,52.44,529.666666666667,484.5,460.75,489,20630.5166666667,25407.18,12937.86,626.333333333333,0.780734433209154,58975.5566666667
"1294","hm1-1","7","ewa","2.5",20,"1","49","hm",63.96,115.3,2022-04-21,"8:12:31","10:22:27",137.9,77.9,223,132.02,419,267,361,359.444444444444,26799.24,35249.34,28121.9,701.666666666667,0.512272367379256,90170.48
"1295","hm1-2","7","ewa","2.5",20,"1","50","hm",74.38,112.5,2022-04-21,"8:16:56","10:27:00",242.1,141.86,186.2,99.22,421.333333333333,302,252.5,319.777777777778,31338.7733333333,29964.44,35819.65,701.555555555556,0.455812480202724,97122.8633333333
"1296","hm1-3","7","ewa","2.5",20,"1","51","hm",100.86,128.4,2022-04-21,"8:21:58","10:32:12",183.7,91.84,194.9,102.48,397.333333333333,289,308,333.555555555556,40075.04,29616.72,28286.72,701.666666666667,0.475376088677751,97978.48
"1297","hm1-4","7","ewa","2.5",20,"1","52","hm",65.55,113.7,2022-04-21,"8:26:29","10:36:41",171.4,108.24,187.6,104.96,420,298,324.75,350.555555555556,27531,31278.08,35150.94,701.666666666667,0.499604117181314,93960.02
"1298","hul1-1","7","ewa","2.5",20,"1","53","hm",72.16,111.1,2022-04-21,"8:31:06","10:41:28",159.8,57.4,281.5,95.12,422.333333333333,224.5,344.25,343.666666666667,30475.5733333333,21354.44,19759.95,701.666666666667,0.48978622327791,71589.9633333333
"1299","hul1-2","7","ewa","2.5",20,"1","54","hm",54.94,77.4,2022-04-21,"8:35:41","10:46:31",118.6,45.1,238.4,127.1,481.666666666667,259,384,388.777777777778,26462.7666666667,32918.9,17318.4,701.666666666667,0.554077593032462,76700.0666666667
"1300","hul1-3","7","ewa","2.5",20,"1","55","hm",75.44,111.8,2022-04-21,"8:40:05","10:51:08",135.8,54.15,183.9,72.98,419.333333333333,306.5,367.25,371.111111111111,31634.5066666667,22368.37,19886.5875,701.777777777778,0.528815706143128,73889.4641666667
"1301","hul1-4","7","ewa","2.5",20,"1","56","hm",45.78,76.7,2022-04-21,"8:44:58","10:56:03",146.3,77.9,125.2,82,479.666666666667,389,360.75,406.666666666667,21959.14,31898,28102.425,701.777777777778,0.579480683977201,81959.565
"1302","hm2-1","7","ewa","2.5",20,"2","57","hm",80.36,91,2022-04-21,"8:49:48","11:01:20",178.3,80.36,156.7,85.78,453.666666666667,344.5,320.25,370.111111111111,36456.6533333333,29551.21,25735.29,701.777777777778,0.527390753641545,91743.1533333334
"1303","hm2-2","7","ewa","2.5",20,"2","58","hm",59.04,77.4,2022-04-21,"8:54:36","11:06:03",163.6,76.02,98.5,64.78,475.333333333333,444,345.5,410.666666666667,28063.68,28762.32,26264.91,701.777777777778,0.585180493983534,83090.91
"1304","hm2-3","7","ewa","2.5",20,"2","59","hm",63.96,76.9,2022-04-21,"8:59:26","11:11:28",121,72.98,121.1,76.02,474.666666666667,397,388.25,419,30359.68,30179.94,28334.485,701.888888888889,0.59696058255501,88874.105
"1305","hm2-4","7","ewa","2.5",20,"2","60","hm",66.42,70.3,2022-04-21,"9:04:04","11:16:41",135.5,68.88,109.6,104.14,483,418,374,420.111111111111,32080.86,43530.52,25761.12,701.888888888889,0.598543612474276,101372.5
"1306","hul2-1","7","ewa","2.5",20,"2","61","hm",70,91.9,2022-04-21,"9:10:24","11:21:48",130.3,84.46,75.6,47.56,445.666666666667,496.5,380,427.777777777778,31196.6666666667,23613.54,32094.8,701.777777777778,0.609563014566181,86905.0066666667
"1307","hul2-2","7","ewa","2.5",20,"2","62","hm",75.44,99.2,2022-04-21,"9:15:46","11:26:37",107.6,71.34,145.4,83.64,431,358,409.75,405.333333333333,32514.64,29943.12,29231.565,701.666666666667,0.577672209026128,91689.325
"1308","hul2-3","7","ewa","2.5",20,"2","63","hm",116.44,192.5,2022-04-21,"9:20:30","11:32:01",97,54.94,113.7,76.26,323.333333333333,410.5,433.75,391.777777777778,37648.9333333333,31304.73,23830.225,701.777777777778,0.558264724509183,92783.8883333333
"1309","hul2-4","7","ewa","2.5",20,"2","64","hm",104.14,149.8,2022-04-21,"9:25:38","11:36:26",131.6,72.98,189,118.08,362.666666666667,296,381.75,356.333333333333,37768.1066666667,34951.68,27860.115,701.666666666667,0.507838479809976,100579.901666667
"1310","hm3-1","7","ewa","2.5",27,"3","65","hm",47.46,71.5,2022-04-21,"9:31:26","11:42:29",123.4,58.42,107.6,63.13,472.333333333333,423.5,393.75,426.555555555556,22416.94,26735.555,23002.875,701.777777777778,0.607821405953135,72155.37
"1311","hm3-2","7","ewa","2.5",27,"3","66","hm",64.78,96,2022-04-21,"9:36:36","11:47:16",136.1,82.82,158.8,113.98,429.666666666667,341.5,380,388,27833.8066666667,38924.17,31471.6,701.666666666667,0.552969121140143,98229.5766666667
"1312","hm3-3","7","ewa","2.5",27,"3","67","hm",104.38,192.5,2022-04-21,"9:41:11","11:52:45",147,53.3,129.8,77.9,318.333333333333,380,372.5,356.111111111111,33227.6333333333,29602,19854.25,701.777777777778,0.507441418619379,82683.8833333333
"1313","hm3-4","7","ewa","2.5",27,"3","68","hm",106.6,145.7,2022-04-21,"9:46:46","11:57:25",152.8,27.06,141.6,86.92,361.666666666667,362,368.25,364.666666666667,38553.6666666667,31465.04,9964.845,701.666666666667,0.519714964370546,79983.5516666667
"1314","hul3-1","7","ewa","2.5",27,"3","69","hm",90.2,133.1,2022-04-21,"9:52:15","12:02:05",124.7,64.78,114.3,75.44,370.666666666667,408,397.25,390.777777777778,33434.1333333333,30779.52,25733.855,701.666666666667,0.556927949326999,89947.5083333333
"1315","hul3-2","7","ewa","2.5",27,"3","70","hm",53.34,97.3,2022-04-21,"9:57:29","12:07:43",139,77.28,117.5,77.28,422.333333333333,402,382.25,400,22527.26,31066.56,29540.28,701.666666666667,0.570071258907363,83134.1
"1316","hul3-3","7","ewa","2.5",27,"3","71","hm",58.22,101.2,2022-04-21,"9:59:38","12:12:34",168.3,80.36,131.1,86.92,414.666666666667,376,349.25,377,24141.8933333333,32681.92,28065.73,701.888888888889,0.537122051606775,84889.5433333333
